,status_kep_rumah,penghasilan_utm_ayah,penghasilan_tmbh_ayah,penghasilan_utm_ibu,penghasilan_tmbh_ibu,pajak_r2,pajak_r4,daya_listrik,pbb,skor_ukt,ukt_sebelum_sanggah
415,0,7,0,8,0,1.0,0.0,1,0.0,5.49,5.0
416,0,3,0,0,0,0.0,0.0,1,0.0,3.35,3.0
417,1,11,0,0,0,3.0,2.0,3,1.0,6.7,6.0
418,0,0,0,8,0,0.0,0.0,4,0.0,10.0,8.0
419,1,8,0,11,0,0.0,4.0,0,0.0,7.09,6.0
420,1,9,0,0,0,3.0,4.0,4,3.0,7.31,6.0
421,0,7,0,0,0,6.0,0.0,0,0.0,4.18,4.0
422,0,7,0,0,0,2.0,0.0,3,0.0,4.97,4.0
423,1,11,0,0,0,3.0,6.0,4,0.0,7.52,6.0
424,0,0,0,0,0,3.0,0.0,3,0.0,3.96,4.0
425,1,0,0,0,0,3.0,0.0,2,1.0,4.26,4.0
426,0,8,0,0,0,7.0,0.0,0,0.0,4.48,4.0
427,0,7,0,0,0,2.0,0.0,3,0.0,4.97,4.0
428,1,7,0,11,0,3.0,3.0,4,3.0,8.36,7.0
429,0,6,0,2,0,0.0,0.0,0,0.0,3.7,3.0
430,1,0,0,6,0,0.0,0.0,3,1.0,4.83,4.0
431,1,6,0,0,0,3.0,0.0,3,1.0,5.27,5.0
432,1,6,0,0,0,2.0,3.0,3,1.0,6.49,6.0
433,0,9,0,0,0,2.0,0.0,1,0.0,4.79,4.0
434,1,8,0,0,0,4.0,0.0,10,1.0,6.09,5.0
435,1,7,0,0,0,7.0,0.0,3,2.0,5.83,5.0
436,1,9,0,6,0,7.0,0.0,4,0.0,6.93,6.0
437,1,7,0,0,0,7.0,0.0,3,1.0,5.62,5.0
438,1,3,0,7,0,2.0,0.0,3,2.0,5.79,5.0
439,1,8,0,7,0,3.0,3.0,1,1.0,7.18,6.0
440,1,7,0,0,0,3.0,0.0,3,1.0,5.44,5.0
441,1,9,0,0,0,0.0,0.0,3,0.0,5.31,5.0
442,1,10,0,0,0,0.0,0.0,3,1.0,5.39,5.0
443,1,11,0,0,0,2.0,4.0,3,0.0,7.0,6.0
444,1,8,0,0,0,4.0,0.0,3,1.0,5.74,5.0
445,0,7,0,9,0,4.0,0.0,2,0.0,6.23,5.0
446,1,2,1,0,0,2.0,0.0,2,1.0,4.48,4.0
447,1,0,0,10,0,0.0,0.0,1,1.0,4.87,4.0
448,0,8,0,8,0,4.0,0.0,3,0.0,6.48,6.0
449,1,10,0,0,0,4.0,2.0,3,1.0,6.96,6.0
450,1,7,0,0,0,2.0,0.0,3,1.0,5.44,5.0
451,1,10,0,0,0,2.0,4.0,2,0.0,6.83,6.0
452,1,0,0,8,0,4.0,0.0,3,1.0,5.74,5.0
453,1,8,0,0,0,5.0,3.0,2,2.0,6.61,5.0
454,1,9,0,0,0,2.0,2.0,4,0.0,8.74,7.0
455,1,0,0,0,0,2.0,0.0,3,1.0,4.78,4.0
456,1,7,0,0,0,4.0,0.0,4,1.0,5.97,5.0
457,1,9,0,7,0,3.0,1.0,3,0.0,8.04,7.0
458,1,2,0,0,0,2.0,0.0,2,1.0,4.82,4.0
459,0,8,0,0,0,1.0,0.0,3,0.0,5.87,5.0
460,1,8,0,8,0,5.0,0.0,3,0.0,6.91,6.0
461,1,11,0,0,0,5.0,2.0,3,1.0,7.04,6.0
462,0,0,0,4,0,2.0,0.0,2,0.0,4.27,3.0
463,1,0,0,0,0,3.0,0.0,4,2.0,4.65,4.0
464,1,10,0,10,0,5.0,2.0,4,1.0,8.52,7.0
465,1,11,0,0,0,1.0,2.0,4,7.0,7.04,6.0
466,1,12,0,0,0,3.0,3.0,4,3.0,7.39,6.0
467,1,10,0,0,0,3.0,3.0,2,2.0,6.7,5.0
468,1,8,0,0,0,3.0,0.0,2,0.0,5.43,4.0
469,1,8,0,0,0,3.0,0.0,2,0.0,5.83,5.0
470,1,10,0,0,0,2.0,0.0,2,1.0,5.65,5.0
471,1,0,5,0,0,3.0,0.0,2,1.0,4.3,3.0
472,0,11,0,5,0,3.0,3.0,4,0.0,7.57,6.0
473,1,8,0,0,0,7.0,0.0,3,1.0,7.74,6.0
474,0,0,0,7,0,0.0,0.0,2,0.0,4.88,4.0
475,1,8,0,0,0,1.0,0.0,3,0.0,7.17,6.0
476,0,4,0,0,0,3.0,0.0,2,0.0,4.62,4.0
477,0,9,0,0,0,5.0,0.0,0,0.0,9.74,8.0
478,0,11,0,0,0,5.0,3.0,5,0.0,7.0,6.0
479,1,9,0,0,0,4.0,0.0,2,1.0,5.62,5.0
480,1,8,0,2,0,4.0,1.0,2,1.0,9.13,8.0
481,1,8,0,5,0,5.0,0.0,2,0.0,6.57,5.0
482,1,9,0,0,0,7.0,1.0,4,0.0,7.75,6.0
483,1,9,0,0,0,5.0,0.0,3,2.0,5.92,5.0
484,1,7,0,0,0,7.0,0.0,4,0.0,5.92,5.0
485,1,12,0,0,0,6.0,2.0,5,5.0,7.3,6.0
486,1,9,0,0,0,2.0,0.0,3,0.0,6.49,5.0
487,1,8,0,0,0,2.0,0.0,0,1.0,8.09,7.0
488,0,0,0,5,0,3.0,0.0,2,0.0,4.79,4.0
489,0,4,3,3,0,1.0,2.0,3,0.0,7.03,6.0
490,0,0,0,6,0,0.0,0.0,2,0.0,4.7,4.0
491,0,7,0,0,0,2.0,0.0,3,0.0,5.66,5.0
492,1,10,0,0,0,4.0,1.0,4,2.0,6.87,6.0
493,1,11,8,10,7,0.0,1.0,4,6.0,9.04,8.0
494,1,0,2,0,0,3.0,0.0,2,0.0,4.63,4.0
495,0,2,1,0,0,3.0,0.0,3,0.0,4.52,4.0
496,0,6,0,0,0,0.0,0.0,2,0.0,6.3,5.0
497,1,7,0,0,0,3.0,2.0,3,2.0,6.53,5.0
498,1,6,0,0,0,3.0,0.0,2,7.0,5.44,4.0
499,1,7,0,0,0,1.0,0.0,3,3.0,5.36,4.0
500,1,11,0,10,0,0.0,2.0,4,0.0,8.13,7.0
501,1,10,0,0,0,1.0,0.0,3,2.0,7.61,6.0
502,1,8,0,8,0,4.0,1.0,3,1.0,8.17,7.0
503,1,9,0,0,0,4.0,0.0,3,1.0,7.39,6.0
504,1,10,0,8,0,5.0,0.0,3,2.0,8.09,7.0
505,1,7,0,0,0,3.0,0.0,4,1.0,5.97,5.0
506,1,10,0,6,0,3.0,3.0,3,0.0,8.05,7.0
507,0,9,0,0,0,3.0,0.0,3,0.0,5.31,4.0
508,1,9,0,0,0,2.0,3.0,3,2.0,7.57,6.0
509,1,8,0,9,0,2.0,2.0,3,4.0,8.01,7.0
510,1,6,0,7,0,2.0,0.0,3,1.0,6.28,5.0
511,1,12,0,10,0,7.0,5.0,4,0.0,10.0,8.0
512,1,7,0,7,0,3.0,4.0,2,1.0,8.78,7.0
513,0,8,4,0,0,2.0,0.0,4,0.0,7.43,6.0
514,1,6,0,0,0,2.0,0.0,2,3.0,5.18,4.0
515,0,0,0,11,0,4.0,4.0,2,0.0,9.3,8.0
516,1,7,0,0,0,2.0,0.0,3,1.0,7.39,6.0
517,0,8,0,0,0,3.0,0.0,4,0.0,5.35,4.0
518,1,11,0,0,0,2.0,1.0,3,2.0,9.65,8.0
519,1,6,0,0,0,3.0,1.0,3,1.0,5.97,5.0
520,1,3,0,0,0,0.0,0.0,0,0.0,5.04,4.0
521,1,0,0,4,0,2.0,0.0,3,0.0,7.35,6.0
522,1,8,0,0,0,0.0,0.0,5,3.0,7.39,6.0
523,1,8,0,0,0,2.0,0.0,4,0.0,7.7,6.0
524,1,8,0,0,0,7.0,0.0,3,0.0,5.78,5.0
525,0,0,0,6,0,3.0,0.0,2,0.0,4.62,4.0
526,1,8,0,0,0,4.0,1.0,4,0.0,6.91,6.0
527,0,7,0,0,0,5.0,0.0,2,0.0,5.4,4.0
528,1,8,0,0,0,3.0,0.0,2,5.0,6.0,5.0
529,0,5,0,0,0,3.0,2.0,1,0.0,7.43,6.0
530,0,8,0,0,0,2.0,0.0,0,0.0,4.65,4.0
531,1,9,0,0,0,5.0,0.0,2,1.0,5.7,5.0
532,1,0,0,9,0,2.0,0.0,5,4.0,7.87,7.0
533,0,3,0,0,0,3.0,0.0,0,0.0,3.43,3.0
534,1,3,0,9,0,4.0,0.0,3,0.0,6.44,5.0
535,1,8,0,7,0,3.0,2.0,3,0.0,7.49,6.0
536,1,0,0,0,4,2.0,0.0,4,5.0,4.82,4.0
537,1,7,0,0,0,5.0,0.0,3,1.0,5.88,5.0
538,1,12,0,12,0,2.0,3.0,5,7.0,9.04,8.0
539,1,0,0,10,0,4.0,2.0,3,0.0,6.74,6.0
540,1,2,0,2,0,2.0,0.0,2,1.0,4.68,4.0
541,1,8,0,0,0,6.0,3.0,3,0.0,6.74,6.0
542,1,8,0,8,0,7.0,0.0,3,1.0,7.04,6.0
543,1,10,6,7,0,4.0,6.0,4,0.0,8.67,7.0
544,1,8,0,0,0,2.0,1.0,3,1.0,6.35,5.0
545,1,6,0,0,0,3.0,0.0,3,0.0,5.23,5.0
546,1,9,0,9,0,3.0,2.0,3,1.0,8.02,7.0
547,1,12,0,7,0,2.0,7.0,3,7.0,8.57,7.0
548,1,6,0,8,0,1.0,0.0,4,2.0,10.0,8.0
549,1,0,0,7,0,3.0,0.0,0,0.0,4.53,4.0
550,1,0,0,5,0,0.0,0.0,4,1.0,4.83,4.0
551,1,7,0,9,0,4.0,4.0,4,1.0,8.37,7.0
552,1,9,0,7,0,2.0,3.0,3,1.0,7.84,7.0
553,1,0,0,8,0,2.0,0.0,2,1.0,5.48,5.0
554,1,10,0,0,0,4.0,0.0,3,0.0,10.0,8.0
555,1,9,0,7,0,1.0,0.0,5,3.0,7.1,6.0
556,0,7,0,0,0,0.0,0.0,2,0.0,4.36,4.0
557,1,10,0,0,0,1.0,2.0,4,1.0,6.87,6.0
558,1,6,0,7,0,0.0,0.0,4,1.0,6.02,5.0
559,1,0,0,11,0,3.0,4.0,3,3.0,10.0,8.0
560,1,9,0,0,0,7.0,0.0,3,0.0,6.1,5.0
561,1,8,1,9,0,2.0,3.0,3,0.0,7.84,7.0
562,0,7,0,0,0,0.0,0.0,4,0.0,4.7,4.0
563,0,8,0,0,0,0.0,0.0,3,0.0,4.74,4.0
564,1,9,0,7,0,4.0,0.0,3,2.0,6.84,6.0
565,1,7,0,0,0,2.0,0.0,3,1.0,5.44,5.0
566,1,9,0,0,0,2.0,1.0,2,0.0,6.27,5.0
567,1,5,0,8,0,1.0,2.0,4,0.0,7.31,6.0
568,1,7,0,10,0,1.0,0.0,3,0.0,6.62,6.0
569,1,10,0,0,0,3.0,4.0,4,1.0,7.22,6.0
570,0,0,0,9,0,3.0,4.0,4,0.0,6.7,6.0
571,0,7,0,0,0,0.0,0.0,3,0.0,4.53,4.0
572,0,5,0,0,0,0.0,0.0,0,0.0,3.31,3.0
573,1,4,0,9,0,0.0,3.0,4,0.0,7.02,6.0
574,1,9,0,0,0,3.0,1.0,4,3.0,6.92,6.0
575,1,6,2,0,0,2.0,0.0,2,1.0,5.11,4.0
576,1,7,0,0,0,0.0,0.0,1,1.0,4.49,4.0
577,1,10,9,0,0,4.0,4.0,4,1.0,7.56,6.0
578,1,12,0,0,0,3.0,7.0,5,7.0,8.09,7.0
579,0,9,0,0,0,3.0,2.0,0,0.0,5.49,5.0
580,1,9,0,0,0,6.0,0.0,3,0.0,5.83,5.0
581,1,2,0,7,0,5.0,0.0,3,1.0,5.74,5.0
582,1,1,0,0,0,0.0,0.0,1,1.0,3.57,3.0
583,1,10,2,10,0,5.0,2.0,5,7.0,8.89,7.0
584,1,9,0,8,0,3.0,2.0,4,2.0,8.1,7.0
585,0,7,0,0,0,3.0,0.0,3,0.0,4.97,4.0
586,1,6,0,0,0,3.0,0.0,3,0.0,5.23,5.0
587,0,6,0,0,0,2.0,0.0,3,0.0,4.79,4.0
588,1,8,0,0,0,3.0,0.0,3,0.0,5.61,5.0
589,1,7,0,9,0,5.0,0.0,3,0.0,6.84,6.0
590,1,8,0,8,0,2.0,2.0,3,2.0,7.91,7.0
591,1,9,0,0,0,2.0,2.0,2,1.0,6.66,6.0
592,1,8,0,0,0,7.0,0.0,4,0.0,6.04,5.0
593,1,10,0,0,0,2.0,2.0,4,2.0,6.87,6.0
594,1,10,0,0,0,2.0,0.0,2,1.0,5.65,5.0
595,1,0,0,9,0,2.0,4.0,4,4.0,7.31,6.0
596,1,7,0,0,0,5.0,0.0,2,1.0,5.36,5.0
597,1,7,0,0,0,5.0,3.0,2,1.0,6.4,5.0
598,1,8,0,8,0,6.0,2.0,3,1.0,8.0,7.0
599,1,8,0,0,0,0.0,0.0,4,1.0,5.39,5.0
600,1,9,0,9,0,4.0,0.0,3,1.0,7.15,6.0
601,0,6,0,0,0,0.0,0.0,3,0.0,4.36,4.0
602,1,6,0,0,0,1.0,0.0,2,1.0,4.92,4.0
603,0,9,0,0,0,2.0,0.0,4,0.0,5.49,5.0
604,1,0,0,4,4,2.0,0.0,4,3.0,5.26,5.0
605,0,8,0,8,0,6.0,0.0,3,0.0,6.48,6.0
606,0,0,0,6,0,7.0,0.0,2,0.0,4.79,4.0
607,1,10,0,0,0,4.0,2.0,4,3.0,7.22,6.0
608,1,0,0,6,0,2.0,0.0,3,1.0,5.27,5.0
609,1,10,0,0,0,2.0,0.0,3,1.0,5.65,5.0
610,1,0,5,0,0,0.0,0.0,2,0.0,3.83,3.0
611,1,11,0,0,0,3.0,4.0,4,1.0,7.22,6.0
612,0,0,3,0,0,2.0,0.0,2,0.0,3.63,3.0
613,1,11,0,0,0,4.0,4.0,4,3.0,7.52,6.0
614,1,8,0,0,0,3.0,0.0,3,1.0,5.65,5.0
615,1,9,0,0,0,2.0,1.0,4,2.0,6.88,6.0
616,0,9,0,0,0,5.0,2.0,0,0.0,5.4,5.0
617,1,12,0,0,0,2.0,5.0,4,2.0,7.61,6.0
618,1,10,0,7,0,2.0,3.0,3,1.0,7.88,7.0
619,1,9,0,12,0,2.0,3.0,4,6.0,8.57,7.0
620,1,8,0,0,0,4.0,2.0,2,2.0,6.35,5.0
621,1,5,0,0,0,5.0,0.0,4,3.0,5.49,5.0
622,1,9,0,0,0,4.0,0.0,3,0.0,5.75,5.0
623,0,3,0,0,0,4.0,0.0,3,0.0,4.39,4.0
624,0,8,0,0,0,2.0,0.0,2,0.0,5.0,4.0
625,1,3,0,0,0,0.0,0.0,0,0.0,3.43,3.0
626,1,11,0,0,0,2.0,0.0,2,1.0,5.65,5.0
627,1,7,0,0,0,5.0,0.0,2,1.0,5.36,4.0
628,1,9,0,0,0,7.0,3.0,3,1.0,7.01,6.0
629,0,6,0,0,0,2.0,0.0,2,0.0,4.62,4.0
630,1,11,0,0,0,3.0,2.0,2,1.0,6.7,6.0
631,1,7,0,0,0,4.0,2.0,2,1.0,6.4,5.0
632,1,4,0,0,0,0.0,0.0,2,1.0,4.31,3.0
633,1,7,0,1,7,0.0,0.0,1,1.0,4.63,4.0
634,1,6,0,0,0,0.0,0.0,5,3.0,5.27,4.0
635,1,9,0,0,0,7.0,0.0,2,7.0,6.05,5.0
636,1,10,0,0,0,4.0,5.0,4,1.0,7.65,6.0
637,0,5,2,0,0,3.0,0.0,3,0.0,4.63,4.0
638,1,8,0,0,0,4.0,0.0,2,1.0,7.22,6.0
639,0,3,0,0,0,2.0,0.0,3,0.0,4.3,3.0
640,1,11,0,0,0,2.0,2.0,3,2.0,6.91,6.0
641,0,9,0,7,0,4.0,0.0,2,0.0,6.15,5.0
642,1,8,0,0,0,1.0,0.0,2,1.0,5.3,4.0
643,1,0,0,0,0,4.0,0.0,2,0.0,4.22,3.0
644,1,9,0,0,0,7.0,0.0,3,0.0,5.92,5.0
645,1,5,0,0,0,2.0,0.0,3,1.0,4.92,4.0
646,1,9,0,0,0,5.0,0.0,3,0.0,5.83,5.0
647,1,7,0,4,0,2.0,2.0,3,1.0,6.8,6.0
648,1,0,0,8,0,3.0,0.0,2,0.0,5.43,4.0
649,1,8,0,8,0,4.0,0.0,2,1.0,6.78,6.0
650,1,9,0,0,0,2.0,3.0,3,0.0,6.62,6.0
651,1,0,0,9,2,2.0,0.0,5,0.0,6.11,5.0
652,1,7,0,0,0,3.0,0.0,2,1.0,5.27,5.0
653,1,0,0,8,0,2.0,0.0,3,0.0,5.61,5.0
654,1,8,0,0,0,2.0,0.0,2,1.0,5.48,5.0
655,1,9,0,0,0,2.0,1.0,5,2.0,6.88,6.0
656,1,5,0,0,0,2.0,0.0,3,1.0,4.92,4.0
657,1,11,0,0,0,2.0,1.0,3,1.0,6.7,6.0
658,1,6,0,0,0,3.0,0.0,3,1.0,5.27,5.0
659,1,6,0,0,0,3.0,0.0,2,0.0,5.05,4.0
660,1,0,0,8,0,0.0,2.0,2,1.0,6.09,5.0
661,1,12,0,12,0,0.0,4.0,6,2.0,8.57,7.0
662,1,7,0,0,0,2.0,0.0,4,2.0,5.44,5.0
663,1,0,3,12,0,7.0,4.0,3,0.0,7.37,6.0
664,0,8,0,0,0,3.0,0.0,2,0.0,5.0,4.0
665,1,8,0,4,0,7.0,0.0,2,2.0,6.18,5.0
666,0,6,0,0,0,4.0,0.0,0,0.0,3.92,3.0
667,1,8,0,0,0,2.0,0.0,3,0.0,5.61,5.0
668,1,5,0,10,0,3.0,5.0,6,4.0,8.53,7.0
669,1,8,0,8,0,5.0,4.0,3,1.0,8.35,7.0
670,0,0,0,7,0,2.0,0.0,3,0.0,4.97,4.0
671,1,5,0,0,0,3.0,0.0,1,2.0,4.62,4.0
672,0,7,0,0,0,3.0,0.0,3,0.0,4.97,4.0
673,1,8,0,0,0,4.0,0.0,2,1.0,5.57,5.0
674,1,11,0,0,0,6.0,0.0,3,3.0,6.0,5.0
675,0,8,0,7,0,4.0,0.0,2,0.0,6.1,5.0
676,0,8,0,8,0,1.0,0.0,3,0.0,6.22,5.0
677,1,8,0,0,0,2.0,2.0,2,1.0,6.17,5.0
678,1,0,0,7,0,2.0,3.0,5,5.0,7.18,6.0
679,0,3,0,0,0,0.0,0.0,0,0.0,3.0,3.0
680,1,0,0,7,0,2.0,3.0,4,0.0,6.79,6.0
681,1,8,0,0,0,2.0,0.0,2,1.0,5.48,5.0
682,1,7,0,8,0,6.0,0.0,2,0.0,6.62,6.0
683,1,5,0,0,0,2.0,0.0,2,1.0,4.92,4.0
684,0,9,0,0,0,2.0,2.0,3,0.0,6.36,5.0
685,1,10,0,0,0,3.0,3.0,4,0.0,7.17,6.0
686,1,9,0,0,0,3.0,0.0,4,2.0,6.01,5.0
687,1,6,0,0,0,2.0,0.0,4,7.0,5.79,5.0
688,1,4,0,1,0,2.0,0.0,2,0.0,4.79,4.0
689,0,10,0,0,0,3.0,0.0,2,0.0,5.17,4.0
690,1,10,0,0,0,5.0,0.0,3,1.0,5.91,5.0
691,0,7,0,7,0,2.0,0.0,4,0.0,6.15,5.0
692,1,8,0,8,0,2.0,1.0,2,1.0,7.39,6.0
693,0,0,0,1,0,0.0,0.0,0,0.0,2.74,3.0
694,1,0,0,3,0,2.0,0.0,3,0.0,4.74,4.0
695,1,9,0,7,0,2.0,2.0,2,1.0,7.67,7.0
696,1,8,0,0,0,4.0,0.0,2,1.0,5.57,5.0
697,1,7,0,7,0,3.0,3.0,3,2.0,7.54,6.0
698,1,0,0,0,4,3.0,2.0,3,3.0,5.6,5.0
699,1,10,0,0,0,5.0,1.0,4,2.0,6.96,6.0
700,0,9,0,0,0,5.0,0.0,2,0.0,5.23,5.0
701,1,0,6,8,0,5.0,0.0,3,1.0,5.79,5.0
702,1,10,0,0,0,3.0,3.0,4,1.0,7.04,6.0
703,1,9,6,0,0,5.0,0.0,4,0.0,6.06,5.0
704,1,0,0,6,0,0.0,0.0,3,1.0,4.83,4.0
705,1,12,0,0,0,2.0,5.0,5,5.0,7.91,7.0
706,1,0,0,0,0,0.0,0.0,3,0.0,7.65,6.0
707,1,12,0,0,0,0.0,7.0,7,6.0,7.48,6.0
708,1,7,0,0,0,3.0,0.0,3,1.0,5.44,5.0
709,0,0,0,10,0,0.0,0.0,0,0.0,4.04,4.0
710,1,10,0,0,0,7.0,0.0,3,1.0,6.0,5.0
711,1,9,0,0,0,2.0,0.0,1,0.0,5.23,5.0
712,1,7,0,7,0,3.0,0.0,3,1.0,6.45,5.0
713,0,1,0,7,0,2.0,0.0,1,0.0,6.39,5.0
714,1,8,0,0,0,3.0,2.0,3,1.0,6.52,6.0
715,1,7,0,0,0,3.0,0.0,1,1.0,4.92,4.0
716,1,9,0,0,0,1.0,0.0,2,2.0,5.49,5.0
717,1,12,0,0,0,2.0,3.0,4,2.0,7.09,6.0
718,1,8,4,0,0,2.0,2.0,4,1.0,6.73,6.0
719,1,9,0,0,0,3.0,1.0,3,2.0,6.66,6.0
720,1,6,0,0,0,2.0,0.0,3,0.0,10.0,8.0
721,1,8,0,7,0,2.0,0.0,2,1.0,6.49,5.0
722,0,6,0,8,0,7.0,1.0,3,0.0,6.88,6.0
723,0,9,0,0,0,0.0,3.0,2,0.0,5.92,5.0
724,1,9,0,0,0,4.0,0.0,2,2.0,5.66,5.0
725,1,6,0,0,0,2.0,0.0,3,1.0,5.1,4.0
726,1,4,0,0,0,2.0,0.0,2,0.0,7.17,6.0
727,1,0,0,6,0,2.0,0.0,2,0.0,5.05,4.0
728,0,0,0,10,0,0.0,0.0,4,0.0,5.09,4.0
729,1,9,0,0,0,5.0,3.0,3,0.0,6.88,6.0
730,1,7,0,0,0,2.0,1.0,2,0.0,5.92,5.0
731,0,5,0,4,0,6.0,0.0,2,0.0,5.02,4.0
732,0,8,0,0,0,5.0,0.0,3,0.0,5.52,5.0
733,1,7,0,0,0,2.0,0.0,2,1.0,5.27,5.0
734,0,8,0,0,0,0.0,0.0,4,0.0,4.91,4.0
735,0,7,0,0,0,2.0,0.0,3,0.0,4.79,4.0
736,1,6,0,0,0,2.0,0.0,1,1.0,4.75,4.0
737,1,12,10,11,0,7.0,7.0,5,4.0,9.52,8.0
738,1,9,0,0,0,2.0,0.0,2,1.0,5.62,5.0
739,0,0,0,7,0,5.0,0.0,3,0.0,7.0,6.0
740,1,7,0,0,0,2.0,1.0,3,2.0,6.31,5.0
741,1,11,0,11,0,2.0,2.0,4,2.0,8.43,7.0
742,1,11,0,0,0,2.0,3.0,4,0.0,7.0,6.0
743,1,7,0,0,0,7.0,0.0,3,0.0,5.57,5.0
744,1,8,2,0,0,2.0,0.0,2,1.0,5.5,5.0
745,1,9,0,0,0,2.0,1.0,3,0.0,10.0,8.0
746,1,6,0,0,0,2.0,0.0,3,1.0,5.27,5.0
747,1,0,0,7,0,3.0,2.0,3,0.0,6.27,5.0
748,1,10,0,0,0,2.0,2.0,4,7.0,7.39,6.0
749,0,6,0,0,0,2.0,0.0,1,0.0,10.0,8.0
750,0,9,0,0,0,4.0,2.0,4,0.0,6.62,6.0
751,0,8,0,6,0,2.0,3.0,2,0.0,7.05,6.0
752,1,8,0,8,0,7.0,4.0,3,0.0,8.39,7.0
753,1,9,0,0,0,6.0,0.0,2,1.0,5.7,5.0
754,1,11,0,0,0,6.0,2.0,3,1.0,6.78,6.0
755,0,7,0,0,0,2.0,0.0,3,0.0,4.97,4.0
756,1,11,0,0,0,3.0,4.0,3,2.0,10.0,8.0
757,1,8,0,6,0,2.0,2.0,4,1.0,10.0,8.0
758,1,10,8,0,0,0.0,4.0,4,2.0,6.85,6.0
759,0,0,0,7,7,2.0,0.0,3,0.0,5.37,5.0
760,1,6,2,2,0,3.0,0.0,3,2.0,5.54,5.0
761,1,0,0,5,0,4.0,0.0,3,1.0,5.18,5.0
762,1,8,0,0,0,4.0,0.0,3,1.0,5.65,5.0
763,1,6,0,0,0,2.0,0.0,0,0.0,5.97,5.0
764,1,6,0,0,0,4.0,0.0,3,1.0,5.36,5.0
765,1,8,0,0,0,2.0,0.0,3,1.0,7.22,6.0
766,0,8,0,0,0,2.0,0.0,4,0.0,5.35,5.0
767,1,8,0,0,0,4.0,0.0,3,1.0,5.65,5.0
768,1,2,0,0,0,2.0,0.0,2,1.0,10.0,8.0
769,1,2,0,0,0,3.0,0.0,1,1.0,4.12,4.0
770,1,7,0,0,0,1.0,0.0,2,0.0,5.05,4.0
771,1,12,0,0,10,5.0,0.0,3,3.0,6.35,5.0
772,1,7,0,7,0,7.0,4.0,4,0.0,7.97,7.0
773,1,0,0,0,0,2.0,0.0,3,0.0,4.22,4.0
774,1,8,0,0,0,2.0,0.0,2,1.0,5.3,5.0
775,0,7,0,0,0,5.0,0.0,3,0.0,5.4,5.0
776,0,4,0,2,0,0.0,0.0,0,0.0,4.13,4.0
777,1,7,0,0,0,0.0,0.0,0,0.0,4.88,4.0
778,1,8,0,9,0,2.0,2.0,3,0.0,8.36,7.0
779,1,11,0,0,0,5.0,3.0,4,4.0,7.26,6.0
780,1,9,0,0,0,5.0,3.0,4,6.0,7.44,6.0
781,1,6,0,2,0,3.0,1.0,3,1.0,6.35,5.0
782,1,2,0,0,0,0.0,0.0,2,1.0,4.9,4.0
783,1,0,0,0,0,4.0,1.0,2,1.0,5.04,4.0
784,1,7,0,0,0,5.0,0.0,2,1.0,5.36,5.0
785,1,10,0,9,0,5.0,0.0,3,0.0,7.23,6.0
786,0,8,0,0,0,6.0,0.0,3,0.0,5.26,5.0
787,0,7,0,0,0,2.0,0.0,0,0.0,10.0,8.0
788,1,8,0,8,0,5.0,4.0,3,7.0,8.7,7.0
789,1,4,2,0,0,2.0,0.0,4,1.0,5.11,4.0
790,0,7,0,0,0,0.0,0.0,2,0.0,4.36,4.0
791,1,7,0,0,0,5.0,0.0,2,0.0,10.0,8.0
792,1,5,0,0,0,1.0,0.0,2,1.0,4.75,4.0
793,1,6,0,0,0,6.0,0.0,2,1.0,5.18,5.0
794,1,7,0,0,0,4.0,1.0,3,1.0,5.88,5.0
795,0,11,0,0,0,4.0,0.0,3,0.0,10.0,8.0
796,1,11,0,0,0,4.0,3.0,2,1.0,6.7,6.0
797,1,12,0,0,0,2.0,2.0,3,2.0,6.7,6.0
798,1,9,0,0,0,5.0,2.0,3,1.0,6.75,6.0
799,0,7,0,0,0,1.0,0.0,0,0.0,7.09,6.0
800,1,10,0,0,0,7.0,0.0,4,0.0,7.7,7.0
801,1,9,5,9,5,4.0,2.0,3,1.0,8.28,7.0
802,0,0,0,4,0,4.0,0.0,3,0.0,4.88,4.0
803,1,8,0,0,0,5.0,0.0,2,1.0,5.57,5.0
804,1,7,0,0,0,2.0,0.0,2,1.0,10.0,8.0
805,1,10,0,0,0,3.0,2.0,4,2.0,7.09,6.0
806,1,4,2,0,2,2.0,0.0,3,1.0,4.96,4.0
807,1,0,0,8,0,1.0,0.0,2,0.0,10.0,8.0
808,1,12,0,12,0,7.0,0.0,5,0.0,7.78,7.0
809,1,3,0,0,0,2.0,0.0,2,1.0,4.61,4.0
810,1,9,0,11,0,3.0,3.0,3,2.0,8.27,7.0
811,1,9,0,0,0,2.0,0.0,3,2.0,5.66,5.0
812,0,9,0,0,0,5.0,0.0,4,0.0,5.57,5.0
813,1,12,0,0,0,2.0,4.0,5,1.0,7.39,6.0
814,0,9,0,0,0,4.0,0.0,4,0.0,5.49,5.0
815,1,11,0,0,0,7.0,3.0,5,2.0,7.61,6.0
816,1,6,0,2,0,2.0,0.0,3,2.0,5.83,5.0
817,0,12,4,0,0,3.0,0.0,3,0.0,6.91,6.0
818,1,0,8,0,0,6.0,0.0,4,1.0,4.85,4.0
819,1,11,0,0,0,5.0,2.0,4,0.0,6.91,6.0
820,1,7,0,0,0,0.0,0.0,2,1.0,4.83,4.0
821,1,10,0,0,0,0.0,0.0,0,0.0,7.65,6.0
822,0,6,0,0,0,3.0,0.0,4,0.0,4.97,4.0
